新课程序号,课程序号,课程名称,周学时,负责人,授课教师,教师工号,教师职称,课程性质,授课语言,校区,听课专业,选课人数,起始周,结束周,排课信息
CTE355001,43001301,电力牵引及控制系统,2,钱存元(),"胡浩,钱存元","09182,99707",",",专业必修课,中文,嘉定校区,2023(车辆工程 43002),64,1,16,钱存元(99707) 星期三5-6节 [1-7 13-16] 博楼B116 胡浩(09182) 星期三5-6节 [8-12] 博楼B116
CTE240301,43003601,机械振动,2,宫岛(),宫岛,15016,,专业基础课,中文,嘉定校区,2024(车辆工程 43002),42,1,16,宫岛(15016) 星期一3-4节 [1-16] 博楼B215
CTE240302,43003602,机械振动,2,季元进(),"季元进,任利惠","22168,95719",",",专业基础课,中文,嘉定校区,2024(车辆工程 43002),7,1,16,任利惠(95719) 星期一3-4节 [16] 博楼B213 季元进(22168) 星期一3-4节 [1-15] 博楼B213
CTE000201,43004001,高速列车及城市轨道交通车辆概论,2,张继彤(讲师),张继彤,92756,,工程能力与创新思维,中文,沪西校区,,8,1,16,张继彤(92756) 星期一9-10节 [1-16] 沪西二教221中教室
CTE000302,43006002,测控技术与智能系统,2,孙友刚(),"孙友刚,赵元哲","21040,22017",",",工程能力与创新思维,中文,嘉定校区,,1,1,16,赵元哲(22017) 星期四7-8节 [9-16] 诚楼C403 孙友刚(21040) 星期四7-8节 [1-8] 诚楼C403
CTE355101,43006601,轨道车辆设计,2,王文斌(),"王文斌,陆正刚","00756,88890",",",专业必修课,中文,嘉定校区,2023(车辆工程 43002),64,1,16,陆正刚(88890) 星期二3-4节 [11-15] 博楼B210 王文斌(00756) 星期二3-4节 [1-10 16] 博楼B210
CTE350201,43006801,轨道车辆制造技术,2,张继彤(),张继彤,92756,,专业选修课,中文,嘉定校区,2023(车辆工程 43002),0,1,16,张继彤(92756) 星期六9-10节 [1-16] 学院教室
CTE000401,43008801,轨道交通概论,2,李莉(),"王文斌,韩斌,李莉,钱存元","00756,09077,92842,99707",",,,",工程能力与创新思维,中文,四平路校区,,22,1,16,王文斌(00756) 星期四7-8节 [7-9] 南112 李莉(92842) 星期四7-8节 [2-6 10 14-16] 南112 钱存元(99707) 星期四7-8节 [11-13] 南112 韩斌(09077) 星期四7-8节 [1] 南112
CTE000502,43009302,磁浮交通系统概论,2,马志勋(副研究员（自然科学）),"潘洪亮,倪菲,马志勋,孙友刚,赵元哲,沈博洋,王恬格","12139,17121,17123,21040,22017,23004,23182",",,,,,,",工程能力与创新思维,中文,嘉定校区,,4,1,16,孙友刚(21040) 星期一7-8节 [15] 博楼B214 王恬格(23182) 星期一7-8节 [6-8] 博楼B214 赵元哲(22017) 星期一7-8节 [3-5] 博楼B214 潘洪亮(12139) 星期一7-8节 [12-14] 博楼B214 马志勋(17123) 星期一7-8节 [1-2] 博楼B214 沈博洋(23004) 星期一7-8节 [16] 博楼B214 倪菲(17121) 星期一7-8节 [9-11] 博楼B214
CTE461401,43014701,毕业设计（论文）,16,李莉(副研究员（自然科学）),李莉,92842,,实践环节课程,中文,嘉定校区,"2022(车辆工程(精英班) 09040),2022(车辆工程 43002)",22,1,16,李莉(92842) 星期五1-2节 [1-16] 学院教室
CTE000602,43014802,大数据背景下的系统健康管理,2,季元进(),"孙友刚,季元进,王恬格","21040,22168,23182",",,",工程能力与创新思维,中文,嘉定校区,,3,1,16,季元进(22168) 星期一7-8节 [1-3 8-11 16] 博楼B314 孙友刚(21040) 星期一7-8节 [4-7] 博楼B314 王恬格(23182) 星期一7-8节 [12-15] 博楼B314
CTE000601,43014801,大数据背景下的系统健康管理,2,季元进(),"孙友刚,季元进,王恬格","21040,22168,23182",",,",工程能力与创新思维,中文,四平路校区,,1,1,16,王恬格(23182) 星期三7-8节 [12-15] 北416 孙友刚(21040) 星期三7-8节 [4-7] 北416 季元进(22168) 星期三7-8节 [1-3 8-11 16] 北416
CTE000701,43015401,世界高速铁路发展概论,2,周和超(),周和超,14162,,社会发展与国际视野,中文,四平路校区,,5,1,16,周和超(14162) 星期三9-10节 [1-16] 北416
CTE240803,43015803,数字电子技术,2,赵元哲(助理教授（长聘体系）),"赵元哲,钱存元","22017,99707",",",专业基础课,中文,嘉定校区,2024(车辆工程 43002),0,1,16,赵元哲(22017) 星期三3-4节 [2-16] 博楼B213 钱存元(99707) 星期三3-4节 [1] 博楼B213
CTE240802,43015802,数字电子技术,2,胡浩(讲师),"胡浩,康劲松","09182,94762",",",专业基础课,中文,嘉定校区,2024(车辆工程 43002),42,1,16,胡浩(09182) 星期五3-4节 [2-16] 安楼A114 康劲松(94762) 星期五3-4节 [1] 安楼A114
CTE240801,43015801,数字电子技术,2,钱存元(),"胡浩,赵元哲,钱存元","09182,22017,99707",",,",专业基础课,中文,四平路校区,"2024(交通工程(精英班) 09036),2024(交通运输(精英班) 09037),2024(车辆工程(精英班) 09040)",6,1,16,钱存元(99707) 星期二1-2节 [1] 北311 胡浩(09182) 星期二1-2节 [2-9] 北311 赵元哲(22017) 星期二1-2节 [10-16] 北311
CTE355201,43016401,轨道车辆健康管理（英）,2,牛刚(教授),牛刚,11056,,专业必修课,中英,嘉定校区,2023(车辆工程 43002),63,1,16,牛刚(11056) 星期五3-4节 [1-16] 博楼B210
CTE355301,43016501,微控制器原理与接口技术,2,吴雄文(工程师),吴雄文,92745,,专业选修课,中文,嘉定校区,2023(车辆工程 43002),37,1,16,吴雄文(92745) 星期三7-8节 [1-16] 致臻楼217
CTE460201,43016901,轨道交通创新能力拓展,2,周和超(副教授),周和超,14162,,实践环节课程,中文,嘉定校区,"2022(车辆工程 43002),2023(车辆工程 43002)",14,1,16,周和超(14162) 星期五1-2节 [1-16] 学院教室
CTE355401,43017401,系统可靠性设计分析,2,罗敏(讲师),罗敏,09128,,专业选修课,中文,嘉定校区,2023(车辆工程 43002),35,1,16,罗敏(09128) 星期一5-6节 [1-16] 博楼B110
CTE371901,43017501,新能源技术,1,胡浩(讲师),胡浩,09182,,专业选修课,中文,嘉定校区,2023(车辆工程 43002),36,1,8,胡浩(09182) 星期四3-4节 [1-8] 博楼B301
CTE350301,43017801,国际工程咨询与认证,1,韩斌(教授),韩斌,09077,,专业选修课,中文,嘉定校区,2023(车辆工程 43002),0,1,8,韩斌(09077) 星期六9-10节 [1-8] 学院教室
CTE340401,43017901,轨道交通工程项目管理,1,潘洪亮(副研究员（自然科学）),潘洪亮,12139,,专业基础课,中文,嘉定校区,2023(车辆工程 43002),60,1,8,潘洪亮(12139) 星期四7-8节 [1-8] 博楼B215
CTE355501,43018301,工业计算机控制技术,2,钱存元(副教授),钱存元,99707,,专业选修课,中文,嘉定校区,2023(车辆工程 43002),42,1,16,钱存元(99707) 星期一3-4节 [1-16] 博楼B417
CTE350401,43018501,系统安全性设计分析,2,朱剑月(副研究员（自然科学）),李莉,92842,,专业选修课,中文,嘉定校区,2023(车辆工程 43002),0,1,16,李莉(92842) 星期六9-10节 [1-16] 学院教室
CTE355601,43018701,智能轨道交通,2,孙友刚(预聘副教授),"孙友刚,季元进","21040,22168",",",专业选修课,中文,嘉定校区,2023(车辆工程 43002),50,1,16,季元进(22168) 星期三3-4节 [9-16] 博楼B112 孙友刚(21040) 星期三3-4节 [1-8] 博楼B112
CTE240901,5000227000501,交通运输数据技术,2,邢莹莹(),邢莹莹,21149,,专业基础课,中文,嘉定校区,2025(交通工程(二学位) 15027),0,1,16,邢莹莹(21149) 星期五9-10节 [1-16] 安楼A402
CTE241001,5000227000601,电子技术基础,2,黄世泽(副教授),"黄世泽,王晓春,沈拓","14034,95831,98730",",,",专业基础课,中文,嘉定校区,"2024(交通工程 15014),2024(交通运输 15024),2024(交通工程(数学与应用数学双学士学位) 15025),2025(交通运输(二学位) 15026),2025(交通工程(二学位) 15027)",46,1,16,王晓春(95831) 星期三7-8节 [8] 博楼B304 沈拓(98730) 星期三7-8节 [6] 博楼B304 黄世泽(14034) 星期三7-8节 [1-5 7-9单 10-16] 博楼B304
CTE241003,5000227000603,电子技术基础,2,王晓春(讲师),"黄世泽,王晓春","14034,95831",",",专业基础课,中文,嘉定校区,"2024(交通工程 15014),2024(交通运输 15024),2024(交通工程(数学与应用数学双学士学位) 15025),2025(交通运输(二学位) 15026),2025(交通工程(二学位) 15027)",1,1,16,王晓春(95831) 星期三7-8节 [1-7 9-16] 博楼B213 黄世泽(14034) 星期三7-8节 [8] 博楼B213
CTE241002,5000227000602,电子技术基础,2,沈拓(工程师),"黄世泽,沈拓","14034,98730",",",专业基础课,中文,嘉定校区,"2024(交通工程 15014),2024(交通运输 15024),2024(交通工程(数学与应用数学双学士学位) 15025),2025(交通运输(二学位) 15026),2025(交通工程(二学位) 15027)",31,1,16,黄世泽(14034) 星期三7-8节 [6] 博楼B104 沈拓(98730) 星期三7-8节 [1-5 7-16] 博楼B104
CTE241101,5000227000701,运输经济学（英语）,2,沈煜(副教授),"沈煜,刘成龙","18022,23011",",",专业基础课,英语,嘉定校区,"2024(交通工程 15014),2024(交通运输 15024),2024(交通工程(数学与应用数学双学士学位) 15025),2025(交通运输(二学位) 15026),2025(交通工程(二学位) 15027)",13,1,16,刘成龙(23011) 星期三1-2节 [10-16] 博楼B110 沈煜(18022) 星期三1-2节 [1-9] 博楼B110
CTE241201,5000227000801,运筹学（英语）,2,安琨(),安琨,19095,,专业基础课,中文,嘉定校区,"2024(交通工程 15014),2024(交通运输 15024),2024(交通工程(数学与应用数学双学士学位) 15025),2025(交通运输(二学位) 15026),2025(交通工程(二学位) 15027)",16,1,16,安琨(19095) 星期一1-2节 [1-8] 安楼A207 安琨(19095) 星期四5-6节 [1-8] 安楼A207
CTE250201,5000227001001,道路工程与机场工程,2,张兰芳(),张兰芳,01027,,专业必修课,中文,嘉定校区,2025(交通工程(二学位) 15027),0,1,16,张兰芳(01027) 星期五9-10节 [1-16] 学院安排
CTE251001,5000227001101,智能交通运输系统（英语）,2,唐克双(),"唐克双,朱宏","11067,22527",",",专业必修课,英语,嘉定校区,"2024(交通工程 15014),2024(交通运输 15024),2024(交通工程(数学与应用数学双学士学位) 15025),2025(交通运输(二学位) 15026),2025(交通工程(二学位) 15027)",7,1,16,唐克双(11067) 星期三5-6节 [9-16] 诚楼C401 朱宏(22527) 星期三5-6节 [1-8] 诚楼C401
CTE270101,5000227001401,创新能力训练,2,邢莹莹(预聘副教授),"惠英,王玲,王鹏玲,邢莹莹","01022,17129,21058,21149",",,,",个性化课程,中文,嘉定校区,"2024(交通工程 15014),2024(交通运输 15024),2024(交通工程(数学与应用数学双学士学位) 15025),2024(交通运输(二学位) 15026),2025(交通运输(二学位) 15026),2025(交通工程(二学位) 15027)",18,1,16,"惠英(01022),王玲(17129),王鹏玲(21058),邢莹莹(21149) 星期一9-10节 [1-16] 博楼B210"
CTE370102,5000227001502,创新能力进阶,2,张兰芳(教授),"朱晔,惠英,张兰芳,朱炜,余博,王鹏玲,邢莹莹","00758,01022,01027,13162,21051,21058,21149",",,,,,,",个性化课程,中文,嘉定校区,"2023(交通工程(精英班) 09036),2023(交通工程 15014),2023(交通运输 15024),2023(交通工程(数学与应用数学双学士学位) 15025),2024(交通运输(二学位) 15026),2025(交通工程(二学位) 15027)",12,1,16,"朱晔(00758),惠英(01022),张兰芳(01027),朱炜(13162),余博(21051),邢莹莹(21149) 星期四9-10节 [1 9] 博楼B114 朱晔(00758),惠英(01022),朱炜(13162),余博(21051),王鹏玲(21058),邢莹莹(21149) 星期四9-10节 [15-16] 博楼B114 朱晔(00758),惠英(01022),张兰芳(01027),朱炜(13162),余博(21051),王鹏玲(21058),邢莹莹(21149) 星期四9-10节 [2-8 10-14] 博楼B114"
CTE370202,5000227001602,实践能力训练,2,王鹏玲(预聘副教授),"朱晔,惠英,张兰芳,周宇,王鹏玲,邢莹莹","00758,01022,01027,07068,21058,21149",",,,,,",个性化课程,中文,嘉定校区,"2023(交通工程(精英班) 09036),2023(交通工程 15014),2023(交通运输 15024),2023(交通工程(数学与应用数学双学士学位) 15025),2024(交通运输(二学位) 15026),2025(交通工程(二学位) 15027)",10,1,16,"朱晔(00758),惠英(01022),张兰芳(01027),周宇(07068),王鹏玲(21058),邢莹莹(21149) 星期三9-10节 [2-8 10-16] 博楼B110 朱晔(00758),惠英(01022),张兰芳(01027),周宇(07068),邢莹莹(21149) 星期三9-10节 [1 9] 博楼B110"
CTE355701,5000227002001,轨道交通基础设施智能维护,2,许玉德(教授),"杨新文,肖军华,许玉德","12105,14170,87734",",,",专业选修课,中文,嘉定校区,"2023(交通工程 15014),2025(交通工程(二学位) 15027)",15,1,16,杨新文(12105) 星期一7-8节 [10-14] 博楼B210 许玉德(87734) 星期一7-8节 [1-9 16] 博楼B210 肖军华(14170) 星期一7-8节 [15] 博楼B210
CTE372001,5000227002701,出行行为分析与政策（英语）,2,叶昕(教授),叶昕,14137,,个性化课程,中文,嘉定校区,"2022(交通工程 15014),2022(交通运输 15024),2022(交通工程(数学与应用数学双学士学位) 15025),2023(交通工程(数学与应用数学双学士学位) 15025),2024(交通运输(二学位) 15026),2025(交通工程(二学位) 15027)",12,1,16,叶昕(14137) 星期三1-2节 [1-16] 博楼B116
CTE372101,5000227003201,工程项目管理,2,杨龙才(副研究员（自然科学）),"杨龙才,刘建国","93751,99726",",",个性化课程,中文,嘉定校区,"2023(交通工程 15014),2023(交通工程(数学与应用数学双学士学位) 15025),2025(交通工程(二学位) 15027)",2,1,16,刘建国(99726) 星期一5-6节 [9-16] 博楼B116 杨龙才(93751) 星期一5-6节 [1-8] 博楼B116
CTE360901,5000227003601,交通工程实验,4,王艳丽(),"王艳丽,杨烁,张力楠,毋妙丽","16013,23060,24139,94759",",,,",实践环节课程,中文,嘉定校区,"2023(交通工程(精英班) 09036),2023(交通工程 15014),2023(交通工程(数学与应用数学双学士学位) 15025),2025(交通工程(二学位) 15027)",26,1,16,"张力楠(24139) 星期三1-2节 [5-7单 8] 致臻楼四楼实验室 王艳丽(16013),杨烁(23060),毋妙丽(94759) 星期三1-2节 [13] 致臻楼四楼实验室 王艳丽(16013),杨烁(23060),张力楠(24139),毋妙丽(94759) 星期三1-2节 [1 10] 致臻楼四楼实验室 王艳丽(16013),张力楠(24139) 星期三1-2节 [4-6双 9] 致臻楼四楼实验室 杨烁(23060),毋妙丽(94759) 星期三1-2节 [11-12] 致臻楼四楼实验室 王艳丽(16013) 星期三1-2节 [2-3 14-16] 致臻楼四楼实验室 王艳丽(16013),杨烁(23060),毋妙丽(94759) 星期五3-4节 [13] 致臻楼四楼实验室 张力楠(24139) 星期五3-4节 [5-7单 8] 致臻楼四楼实验室 杨烁(23060),毋妙丽(94759) 星期五3-4节 [11-12] 致臻楼四楼实验室 王艳丽(16013),杨烁(23060),张力楠(24139),毋妙丽(94759) 星期五3-4节 [1 10] 致臻楼四楼实验室 王艳丽(16013) 星期五3-4节 [2-3 14-16] 致臻楼四楼实验室 王艳丽(16013),张力楠(24139) 星期五3-4节 [4-6双 9] 致臻楼四楼实验室"
CTE251101,5000227004201,运输场站设施配置,2,叶玉玲(),叶玉玲,96721,,专业必修课,中文,嘉定校区,"2024(交通运输 15024),2025(交通运输(二学位) 15026)",31,1,16,叶玉玲(96721) 星期一7-8节 [1-16] 博楼B313
CTE355801,5000227004401,站场与枢纽规划设计,2,叶玉玲(),叶玉玲,96721,,专业选修课,中文,嘉定校区,"2023(交通运输 15024),2024(交通运输(二学位) 15026)",10,1,16,叶玉玲(96721) 星期二1-2节 [1-16] 博楼B213
CTE350601,5000227004501,运输系统仿真基础,2,李浩(),李浩,11036,,专业选修课,中文,嘉定校区,2023(交通运输 15024),4,1,16,李浩(11036) 星期四3-4节 [1-16] 诚楼C410B
CTE350701,5000227004601,运输系统仿真基础（英语）,2,李浩(),李浩,11036,,专业选修课,中文,嘉定校区,2023(交通运输 15024),20,1,16,李浩(11036) 星期四5-6节 [1-16] 诚楼C410B
CTE355901,5000227004801,集装箱运输与多式联运,2,周雪梅(),"云美萍,周雪梅","04215,05088",",",专业选修课,中文,嘉定校区,"2023(交通运输 15024),2024(交通运输(二学位) 15026)",24,1,16,周雪梅(05088) 星期四3-4节 [1-9 16] 博楼B201 云美萍(04215) 星期四3-4节 [10-15] 博楼B201
CTE360201,5000227005201,国际贸易运输课程设计,2,杨晟(),杨晟,96814,,实践环节课程,中文,嘉定校区,2023(交通运输 15024),25,1,2,杨晟(96814) 星期五3-4节 [1-2] 诚楼C403 杨晟(96814) 星期六1-7节 [1-2] 诚楼C403 杨晟(96814) 星期日1-7节 [1-2] 诚楼C403
CTE356001,5000227005301,列车运行智能管理与调度,2,邹晓磊(),"邹晓磊,王鹏玲,徐瑞华,欧冬秀","01079,21058,87744,97713",",,,",专业选修课,中文,嘉定校区,"2023(交通运输 15024),2024(交通运输(二学位) 15026),2025(交通工程(二学位) 15027)",9,1,16,邹晓磊(01079) 星期一5-6节 [4-7 16] 博楼B213 徐瑞华(87744) 星期一5-6节 [1-3] 博楼B213 欧冬秀(97713) 星期一5-6节 [12-15] 博楼B213 王鹏玲(21058) 星期一5-6节 [8-11] 博楼B213
CTE472301,5000227005401,列车运行组织（英语）,2,王鹏玲(),王鹏玲,21058,,个性化课程,中文,嘉定校区,"2022(交通运输 15024),2024(交通运输(二学位) 15026)",0,1,16,王鹏玲(21058) 星期五3-4节 [1-16] 学院安排
CTE241302,5000227005502,交通统计分析与建模,2,叶昕(),"叶昕,王宇沁,刘皓冰","14137,20605,21147",",工程师,",专业基础课,中文,嘉定校区,"2024(交通工程 15014),2024(交通运输 15024),2024(交通工程(数学与应用数学双学士学位) 15025),2025(交通工程(二学位) 15027)",15,1,16,刘皓冰(21147) 星期二1-2节 [11-16] 博楼B201 叶昕(14137) 星期二1-2节 [1-4 6-9] 博楼B201 王宇沁(20605) 星期二1-2节 [5 10] 博楼B201
CTE241303,5000227005503,交通统计分析与建模,2,骆晓(),"骆晓,郭赟韬","18517,21015",",",专业基础课,中文,嘉定校区,"2024(交通工程 15014),2024(交通运输 15024),2024(交通工程(数学与应用数学双学士学位) 15025),2025(交通工程(二学位) 15027)",3,1,16,骆晓(18517) 星期二1-2节 [1-9] 博楼B203 郭赟韬(21015) 星期二1-2节 [10-16] 博楼B203
CTE241301,5000227005501,交通统计分析与建模,2,王雪松(),"王雪松,岳李圣飒","08125,22135",",",专业基础课,中文,嘉定校区,"2024(交通工程 15014),2024(交通运输 15024),2024(交通工程(数学与应用数学双学士学位) 15025),2025(交通工程(二学位) 15027)",44,1,16,岳李圣飒(22135) 星期二1-2节 [10-16] 安楼A114 王雪松(08125) 星期二1-2节 [1-9] 安楼A114
CTE251201,5000227007101,列车运行及控制原理,2,,周峰,16030,,专业必修课,中文,嘉定校区,2025(交通运输(二学位) 15026),0,1,16,周峰(16030) 星期四9-10节 [1-16] 诚楼C409
CTE356101,5000227007201,轨道交通基础设施智能维护（英语）,2,祝文君(),"周宇,祝文君,张献英","07068,19037,20525",",,null",专业选修课,中文,嘉定校区,"2023(交通工程 15014),2025(交通工程(二学位) 15027)",1,1,16,周宇(07068) 星期一7-8节 [2-6] 博楼B310 祝文君(19037) 星期一7-8节 [1 11-16] 博楼B310 张献英(20525) 星期一7-8节 [7-10] 博楼B310
CTE361101,5000227007401,智能车路系统实训,2,杭鹏(),"王艳丽,朱宏,杭鹏","16013,22527,22537",",,",实践环节课程,中文,嘉定校区,"2023(交通工程(精英班) 09036),2023(交通工程 15014),2023(交通工程(数学与应用数学双学士学位) 15025),2025(交通工程(二学位) 15027)",30,1,16,杭鹏(22537) 星期四1-2节 [1-12] 博楼B115 王艳丽(16013) 星期四1-2节 [13-16] 博楼B115
CTE361102,5000227007402,智能车路系统实训,2,杭鹏(),"王艳丽,朱宏,杭鹏","16013,22527,22537",",,",实践环节课程,中文,嘉定校区,"2023(交通工程(精英班) 09036),2023(交通工程 15014),2023(交通工程(数学与应用数学双学士学位) 15025),2025(交通工程(二学位) 15027)",8,1,16,杭鹏(22537) 星期四3-4节 [1-12] 博楼B211 王艳丽(16013) 星期四3-4节 [13-16] 博楼B211
CTE001102,5000227007802,交通行为心理学,2,涂辉招(),"涂辉招,柴晨","10119,17508",",",工程能力与创新思维,中文,嘉定校区,,60,1,16,柴晨(17508) 星期三7-8节 [12-15] 博楼B110 涂辉招(10119) 星期三7-8节 [1-11 16] 博楼B110
CTE001302,5000227008002,穿越与洞察：高铁见证下的自主创新之路,1,黄世泽(),"黄世泽,倪菲,王鹏玲","14034,17121,21058",",,",工程能力与创新思维,中文,嘉定校区,,60,1,16,黄世泽(14034) 星期三9-10节 [2-4双 5-8] 安楼A110 倪菲(17121) 星期三9-10节 [3] 安楼A110 王鹏玲(21058) 星期三9-10节 [1] 安楼A110
CTE001301,5000227008001,穿越与洞察：高铁见证下的自主创新之路,1,黄世泽(),"熊国钺,黄世泽,倪菲,王鹏玲,付琳","06066,14034,17121,21058,23500",",,,,",工程能力与创新思维,中文,四平路校区,,11,1,8,黄世泽(14034) 星期四7-8节 [2 5-8] 南108 熊国钺(06066) 星期四7-8节 [4] 南108 倪菲(17121) 星期四7-8节 [3] 南108 王鹏玲(21058) 星期四7-8节 [1] 南108
CTE001304,5000227008004,穿越与洞察：高铁见证下的自主创新之路,1,黄世泽(),"熊国钺,黄世泽,倪菲,王鹏玲,付琳","06066,14034,17121,21058,23500",",,,,",工程能力与创新思维,中文,嘉定校区,,18,1,16,王鹏玲(21058) 星期三9-10节 [9] 安楼A110 倪菲(17121) 星期三9-10节 [11] 安楼A110 黄世泽(14034) 星期三9-10节 [10 13-16] 安楼A110 熊国钺(06066) 星期三9-10节 [12] 安楼A110
CTE001303,5000227008003,穿越与洞察：高铁见证下的自主创新之路,1,黄世泽(),"熊国钺,黄世泽,倪菲,王鹏玲,付琳","06066,14034,17121,21058,23500",",,,,",工程能力与创新思维,中文,四平路校区,,1,9,16,倪菲(17121) 星期四7-8节 [11] 南108 王鹏玲(21058) 星期四7-8节 [9] 南108 黄世泽(14034) 星期四7-8节 [10 13-16] 南108 熊国钺(06066) 星期四7-8节 [12] 南108
CTE353001,5000227008201,运输系统仿真技术（英语）,2,李浩(),李浩,11036,,专业必修课,中文,嘉定校区,2025(交通运输(二学位) 15026),0,1,16,李浩(11036) 星期四7-8节 [1-16] 诚楼C408A
CTE356201,5000227008501,轨道交通路基智能建造,2,王长丹(副教授),"肖军华,王长丹","14170,15055",",",专业选修课,中文,嘉定校区,"2023(交通工程 15014),2025(交通工程(二学位) 15027)",2,1,16,肖军华(14170) 星期五3-4节 [16] 博楼B212 王长丹(15055) 星期五3-4节 [1-15] 博楼B212
CTE372201,5000227008901,智能货运系统与技术,2,袁泉(预聘副教授),"惠英,陆淼嘉,袁泉","01022,19032,19535",",,",个性化课程,中文,嘉定校区,"2023(交通工程 15014),2025(交通工程(二学位) 15027)",5,1,16,陆淼嘉(19032) 星期二3-4节 [10-11] 博楼B216 袁泉(19535) 星期二3-4节 [1-7 12-16] 博楼B216 惠英(01022) 星期二3-4节 [8-9] 博楼B216
CTE241401,5000302000101,数值计算方法,1,周凯(),周凯,22136,,公共基础课,中文,嘉定校区,2024(车辆工程 43002),72,2,16,周凯(22136) 星期四1-2节 [2-16双] 安楼A314
CTE353201,5000723000201,低空交通管理,2,刘诗福(),刘诗福,22167,,专业选修课,中文,嘉定校区,2025(交通工程(二学位) 15027),0,1,16,刘诗福(22167) 星期一9-10节 [1-16] 安楼A402
CTE001401,5000723001601,语言智能与人类未来,2,王恬格(),王恬格,23182,,科学探索与生命关怀,中文,四平路校区,,2,1,16,王恬格(23182) 星期四7-8节 [1-16] 南205
CTE001402,5000723001602,语言智能与人类未来,2,王恬格(助理教授（长聘体系）),王恬格,23182,,通识选修课,中文,嘉定校区,,6,1,16,王恬格(23182) 星期一9-10节 [1-16] 博楼B114
,5000723001801,智能交通与车辆基础（上）,3,杨超(教授),"白玉,杨超,滕靖,孙剑,唐克双,宫岛,岳李圣飒,苏子诚,任利惠","04214,05020,05184,06075,11067,15016,22135,23534,95719","教授,教授,教授,教授,教授,副教授,预聘副教授,null,",专业必修课,中文,四平路校区,"2024(交通工程(精英班) 09036),2024(交通运输(精英班) 09037),2024(车辆工程(精英班) 09040)",6,1,16,"白玉(04214),杨超(05020),滕靖(05184),孙剑(06075),唐克双(11067),宫岛(15016),岳李圣飒(22135),苏子诚(23534),任利惠(95719) 星期一7-8节 [1-16] 南409 白玉(04214),杨超(05020),滕靖(05184),孙剑(06075),唐克双(11067),宫岛(15016),岳李圣飒(22135),苏子诚(23534),任利惠(95719) 星期四1-2节 [1-15单] 南409"
QDC160121,5000730000121,工程智能基础,8,鲁正(),"唐和生,宗刚,鲁正,陆科,陈勇臻,赵玛丽,王梁坤,郑奇腾,黄忠凯,朱晗,张红恩","02036,05221,11080,13069,18633,22028,22191,22194,23014,24062,24067","副研究员（自然科学）,讲师,,工程师,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),19,1,16,"宗刚(05221),鲁正(11080),王梁坤(22191) 星期一5-8节 [5-6] 学院安排 朱晗(24062) 星期一5-8节 [11-16] 学院安排 陆科(13069),陈勇臻(18633) 星期一5-8节 [9-10] 学院安排 赵玛丽(22028),张红恩(24067) 星期一5-8节 [7-8] 学院安排 唐和生(02036),郑奇腾(22194),黄忠凯(23014) 星期一5-8节 [1-4] 学院安排 唐和生(02036),郑奇腾(22194),黄忠凯(23014) 星期四5-8节 [1-4] 学院安排 赵玛丽(22028),张红恩(24067) 星期四5-8节 [7-8] 学院安排 宗刚(05221),鲁正(11080),王梁坤(22191) 星期四5-8节 [5-6] 学院安排 朱晗(24062) 星期四5-8节 [11-16] 学院安排 陆科(13069),陈勇臻(18633) 星期四5-8节 [9-10] 学院安排"
QDC160120,5000730000120,工程智能基础,8,鲁正(),"唐和生,李华,陈林,张天阳,蒋烁,郑奇腾,黄忠凯,薛梦奇,唐辰,李文博,陈隽","02036,11126,16503,19612,21020,22194,23014,23099,24074,24078,99130","副研究员（自然科学）,讲师,预聘副教授,预聘副教授,预聘副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,预聘副教授,助理教授（长聘体系）,教授",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),4,1,16,"李华(11126) 星期一5-8节 [11-16] 学院安排 蒋烁(21020),薛梦奇(23099) 星期一5-8节 [7-8] 学院安排 唐辰(24074),李文博(24078) 星期一5-8节 [9-10] 学院安排 张天阳(19612),陈隽(99130) 星期一5-8节 [5-6] 学院安排 唐和生(02036),郑奇腾(22194),黄忠凯(23014) 星期一5-8节 [1-4] 学院安排 蒋烁(21020),薛梦奇(23099) 星期四5-8节 [7-8] 学院安排 陈林(16503),张天阳(19612),陈隽(99130) 星期四5-8节 [5-6] 学院安排 唐和生(02036),陈林(16503),郑奇腾(22194),黄忠凯(23014) 星期四5-8节 [1-4] 学院安排 李华(11126) 星期四5-8节 [11-16] 学院安排 唐辰(24074),李文博(24078) 星期四5-8节 [9-10] 学院安排"
