新课程序号,课程名称,课程性质,校区,排课信息
CST239403,算法设计与分析,任选课程,四平路校区,张苗苗(04205) 星期一3-4节 [1-16] 北219
CST239401,算法设计与分析,专业基础课,嘉定校区,罗烨(16050) 星期四3-4节 [1-16] 博楼B216
CST239404,算法设计与分析,专业基础课,嘉定校区,朱亚萍(20034) 星期四5-6节 [1-16] 博楼B316
CST239402,算法设计与分析,专业基础课,嘉定校区,罗烨(16050) 星期四5-6节 [1-16] 博楼B216
CST239801,计算机网络,专业基础课,嘉定校区,王洁(21034) 星期五1-3节 [1-16] 安楼A112
CST239803,计算机网络,专业基础课,嘉定校区,陈伟超(23121) 星期五1-3节 [1-16] 安楼A219
CST239802,计算机网络,专业基础课,嘉定校区,夏波涌(06005) 星期一3-4节 [2-16双] 博楼B111 夏波涌(06005) 星期三3-4节 [1-16] 博楼B111
CST239902,用户交互技术,专业基础课,嘉定校区,梁爽(12108) 星期一1-2节 [1-16] 安楼A208
CST239903,用户交互技术,专业基础课,嘉定校区,邓浩(20139) 星期三7-8节 [1-16] 安楼A314
CST239901,用户交互技术,专业基础课,嘉定校区,沈莹(13070) 星期三7-8节 [1-16] 博楼B412
CST353502,实时系统,专业选修课,嘉定校区,张苗苗(04205) 星期二1-2节 [1-16] 学院安排
CST369704,专业方向综合项目,实践环节课程,嘉定校区,李冰(21146) 星期四7-8节 [1-16] 博楼B406
CST369703,专业方向综合项目,实践环节课程,嘉定校区,罗怡桂(05097) 星期三5-6节 [1-16] 济事楼430机房
CST369701,专业方向综合项目,实践环节课程,嘉定校区,唐剑锋(03006) 星期四7-8节 [1-16] 博楼B312
CST369702,专业方向综合项目,实践环节课程,嘉定校区,户现锋(03081) 星期四9-10节 [1-16] 博楼B110
CST259801,组合数学,专业选修课,嘉定校区,冯巾松(01137) 星期四7-8节 [1-16] 安楼A314
CST349003,软件测试,专业必修课,嘉定校区,黄凯锋(24028) 星期二3-4节 [1-16] 安楼A210 黄凯锋(24028) 星期四3-4节 [2-16双] 安楼A210
CST349001,软件测试,专业必修课,嘉定校区,刘琴(06137) 星期二3-4节 [1-16] 安楼A208 刘琴(06137) 星期四3-4节 [2-16双] 安楼A208
CST348701,系统分析与设计,专业必修课,四平路校区,刘岩(05175) 星期二3-4节 [1-16] 北220
CST239504,计算机系统结构,专业基础课,嘉定校区,王冬青(04064) 星期四5-6节 [1-16] 博楼B314
CST239503,计算机系统结构,专业基础课,嘉定校区,王冬青(04064) 星期三5-6节 [1-16] 博楼B110
CST239502,计算机系统结构,专业基础课,嘉定校区,金博(23125) 星期四7-8节 [1-16] 博楼B414
CST239501,计算机系统结构,专业基础课,四平路校区,李江峰(10070) 星期三5-6节 [1-16] 南321
CST239604,操作系统,专业基础课,嘉定校区,王冬青(04064) 星期二3-4节 [1-16] 博楼B316 王冬青(04064) 星期四3-4节 [2-16双] 博楼B316
CST239603,操作系统,专业基础课,嘉定校区,张惠娟(07001) 星期二3-4节 [1-16] 博楼B406 张惠娟(07001) 星期四1-2节 [2-16双] 博楼B406
CST239602,操作系统,专业基础课,嘉定校区,张惠娟(07001) 星期二1-2节 [1-16] 博楼B106 张惠娟(07001) 星期四3-4节 [2-16双] 博楼B106
CST239601,操作系统,专业基础课,四平路校区,张惠娟(07001) 星期三1-2节 [1-16] 南210 张惠娟(07001) 星期五1-2节 [2-16双] 南210
CST349301,.NET体系结构与设计开发,专业必修课,嘉定校区,户现锋(03081) 星期四5-7节 [1-16] 济事楼430机房
CST341101,信息安全基础,专业必修课,嘉定校区,尹长青(05025) 星期三9-10节 [1-16] 济事楼430机房
CST359901,SLAM理论与系统,专业选修课,嘉定校区,朱亚萍(20034) 星期一9-10节 [1-16] 济事楼430机房
CST359401,机器人技术,专业选修课,嘉定校区,刘岩(05175) 星期一9-10节 [1-16] 博楼B117
CST359301,信号与系统,专业选修课,嘉定校区,王冬青(04064) 星期一3-4节 [1-16] 博楼B104
CST358301,数据分析与数据挖掘,专业选修课,嘉定校区,饶卫雄(14122) 星期三5-6节 [13-15] 广楼G107 赵钦佩(13082) 星期三5-6节 [1-12 16] 广楼G107
CST358701,主机软件与管理,专业选修课,嘉定校区,冯巾松(01137) 星期一3-4节 [1-16] 济事楼430机房
CST358201,GIS导论,专业选修课,嘉定校区,金伟祖(03004) 星期一1-2节 [1-16] 学院安排
CST358101,商务智能案例分析,专业选修课,嘉定校区,朱宏明(05117) 星期一3-4节 [1-16] 安楼A307
CST259901,人工智能导论,专业选修课,嘉定校区,梁爽(12108) 星期一9-10节 [1] 复楼F104 赵生捷(13095) 星期一9-10节 [16] 复楼F104 邓浩(20139) 星期一9-10节 [2-15] 复楼F104
CST349102,软件工程管理与经济,专业必修课,嘉定校区,黄杰(89066) 星期三1-3节 [1-16] 安楼A214
CST349103,软件工程管理与经济,专业必修课,嘉定校区,杜博闻(23034) 星期一5-7节 [1-16] 安楼A314
CST349101,软件工程管理与经济,专业必修课,嘉定校区,黄杰(89066) 星期一5-7节 [1-16] 安楼A316
CST349901,机器学习,专业必修课,嘉定校区,梁爽(12108) 星期五5-7节 [1-16] 安楼A207
CST120901,大学计算机,公共基础课,四平路校区,朱君波(04116) 星期四3-4节 [1-8] 南201
CST120902,大学计算机,公共基础课,四平路校区,朱君波(04116) 星期四3-4节 [9-16] 南201
CST220703,数据科学基础,公共基础课,四平路校区,肖杨(11161) 星期二3-4节 [2-16双] 学校机房(四平路) 肖杨(11161) 星期四3-4节 [1-16] 南129
CST220701,数据科学基础,专业选修课,嘉定校区,肖杨(11161) 星期五9-11节 [1-16] 复楼F104
CST220402,人工智能技术与应用,公共基础课,嘉定校区,王睿智(08088) 星期三9-11节 [1-16] 安楼A214
CST220401,人工智能技术与应用,专业选修课,四平路校区,王睿智(08088) 星期日9-11节 [1-16] 不排教室
CST120101,高级语言程序设计,公共基础课,四平路校区,沈坚(92765) 星期一7-8节 [1-16] 南329
CST120107,高级语言程序设计,公共基础课,四平路校区,彭瑞(07110) 星期一1-2节 [1-16] 南301
CST120106,高级语言程序设计,公共基础课,四平路校区,李洁(10001) 星期一7-8节 [1-16] 南301
CST120105,高级语言程序设计,公共基础课,四平路校区,丁子君(23057) 星期三7-8节 [1-16] 南201
CST120104,高级语言程序设计,公共基础课,四平路校区,张铁华(24101) 星期三7-8节 [1-16] 南229
CST120103,高级语言程序设计,公共基础课,四平路校区,贺向东(91752) 星期一7-8节 [1-16] 南229
CST120102,高级语言程序设计,公共基础课,四平路校区,沈坚(92765) 星期一3-4节 [1-16] 南329
CST352101,软件工程（英）,专业选修课,嘉定校区,龚晓亮(12112) 星期二1-3节 [1-16] 诚楼C401
CST240602,信息安全数学基础,专业必修课,嘉定校区,杨礼珍(07104) 星期四9-11节 [1-16] 安楼A106
CST240601,信息安全数学基础,专业必修课,四平路校区,杨礼珍(07104) 星期五5-7节 [1-16] 南411
CST351701,去中心化安全与区块链,专业选修课,嘉定校区,谭成翔(99060) 星期六9-10节 [1-16] 不排教室
CST230901,拓扑学,专业基础课,嘉定校区,周羚君(06078) 星期三9-10节 [1-16] 安楼A209
CST220101,高级语言程序设计（进阶）,公共基础课,四平路校区,刘春梅(06102) 星期四1-2节 [1-16] 南329
CST220102,高级语言程序设计（进阶）,公共基础课,四平路校区,龚晓亮(12112) 星期四5-6节 [1-16] 南329
CST358801,大型数据库系统管理,专业选修课,嘉定校区,唐剑锋(03006) 星期三7-8节 [1-16] 博楼B211
CST359801,群体智能,专业选修课,嘉定校区,金博(23125) 星期四5-6节 [1-16] 安楼A106
CST352201,深度学习,专业选修课,嘉定校区,程大伟(21008) 星期三3-4节 [1-16] 复楼F213
CST003102,医学信息大数据分析导论,工程能力与创新思维,嘉定校区,赵钦佩(13082) 星期三3-4节 [1-12 14-16] 博楼B410 朱宏明(05117) 星期三3-4节 [13] 博楼B410
CTE356301,机场规划与设计,专业选修课,四平路校区,"赵鸿铎(01030),洪少枝(12167),田雨(18024) 星期日3-4节 [1-16] 不排教室"
CTE353401,物流信息系统,专业选修课,嘉定校区,田宁(96722) 星期三3-4节 [1-16] 博楼B217
CTE250701,综合运输规划,专业必修课,嘉定校区,"朱炜(13162) 星期一3-4节 [1-9 12 15-16] 安楼A305 朱炜(13162),陆淼嘉(19032) 星期一3-4节 [13] 安楼A305 朱炜(13162),王鹏玲(21058) 星期一3-4节 [14] 安楼A305 周雪梅(05088),朱炜(13162) 星期一3-4节 [10-11] 安楼A305"
CTE240501,运输经济学,专业基础课,嘉定校区,"邵敏华(08158) 星期三1-2节 [3-10] 博楼B304 杜豫川(04049) 星期三1-2节 [1-2] 博楼B304 杜豫川(04049),王书玲(23129) 星期三1-2节 [11-16] 博楼B304"
CTE240502,运输经济学,专业基础课,嘉定校区,朱炜(13162) 星期三1-2节 [4-5] 诚楼C403 张戎(87743) 星期三1-2节 [1] 诚楼C403 李浩(11036) 星期三1-2节 [2-3 6-16] 诚楼C403
,桥涵水文,专业选修课,四平路校区,叶奋(93157) 星期一7-8节 [1-16] 南215
CTE351001,道路规划与几何设计,专业必修课,四平路校区,王俊骅(08039) 星期四5-6节 [1-14] 北309 张兰芳(01027) 星期四5-6节 [15-16] 北309
CTE250301,交通工程,专业选修课,四平路校区,常云涛(04040) 星期四7-8节 [1-3 12-16] 南211 邹智军(94042) 星期四7-8节 [4-11] 南211
CTE240602,自动控制原理,专业选修课,嘉定校区,彭一川(15144) 星期三3-4节 [5-13] 安楼A219 胡笳(17516) 星期三3-4节 [14-16] 安楼A219 张雷(19092) 星期三3-4节 [1-4] 安楼A219
CTE240601,自动控制原理,专业基础课,四平路校区,张雷(19092) 星期三7-8节 [1-4] 南411 胡笳(17516) 星期三7-8节 [14-16] 南411 彭一川(15144) 星期三7-8节 [5-13] 南411
CTE370901,战略管理,专业选修课,嘉定校区,周雪梅(05088) 星期一7-8节 [1-16] 博楼B110
CTE353502,交通设计,专业选修课,嘉定校区,杨晓光(82067) 星期三3-4节 [1-3 6 9 12-14双] 博楼B211 柴晨(17508) 星期三3-4节 [4-5 7-8 10-11 13-15单 16] 博楼B211
CTE353501,交通设计,专业选修课,嘉定校区,白玉(04214) 星期三3-4节 [1 4-9 12-16] 博楼B215 刘皓冰(21147) 星期三3-4节 [2-3 10-11] 博楼B215
CTE353602,路基工程,专业选修课,嘉定校区,钱劲松(07145) 星期二1-2节 [5-8] 博楼B416 凌建明(95003) 星期二1-2节 [1-4] 博楼B416
CTE353601,路基工程,专业必修课,四平路校区,黄琴龙(93503) 星期四1-2节 [1-8] 南318
CTE353701,铺面工程,专业选修课,嘉定校区,程怀磊(24018) 星期四5-6节 [5-15] 博楼B214 张宏超(02040) 星期四5-6节 [1-4] 博楼B214 孙立军(86036) 星期四5-6节 [16] 博楼B214
CTE353801,轨道交通运行控制与管理,专业选修课,嘉定校区,沈拓(98730) 星期一3-4节 [6-10] 博楼B112 欧冬秀(97713) 星期一3-4节 [1-5 11-16] 博楼B112
CTE353903,交通管理与控制,专业必修课,嘉定校区,马万经(07127) 星期二3-4节 [16] 博楼B206 苏子诚(23534) 星期二3-4节 [7-10] 博楼B206 王艳丽(16013) 星期二3-4节 [11] 博楼B206 李林波(07118) 星期二3-4节 [1-4] 博楼B206 邢莹莹(21149) 星期二3-4节 [5-6] 博楼B206 王玲(17129) 星期二3-4节 [12] 博楼B206 俞春辉(18632) 星期二3-4节 [13-15] 博楼B206
CTE001502,机场规划与设计,工程能力与创新思维,嘉定校区,"田雨(18024),曾孟源(23155) 星期四7-8节 [4 7 11] 博楼B115 曾孟源(23155) 星期四7-8节 [6 9 12 15-16] 博楼B115 田雨(18024) 星期四7-8节 [2 10] 博楼B115 赵鸿铎(01030) 星期四7-8节 [1-5单 8 13-14] 博楼B115"
CTE000102,时间管理,社会发展与国际视野,嘉定校区,孙海燕(08042) 星期四7-8节 [1-9 13-16] 博楼B314 陆昱蓉(19070) 星期四7-8节 [10-12] 博楼B314
CTE354001,轨道运输管理,专业选修课,嘉定校区,朱炜(13162) 星期四7-8节 [1-16] 博楼B117
CTE250803,智能交通运输系统,专业必修课,嘉定校区,"杭鹏(22537) 星期三5-6节 [9-14] 安楼A105 吴志周(04217),杭鹏(22537) 星期三5-6节 [7-8] 安楼A105 吴志周(04217) 星期三5-6节 [1-6] 安楼A105 王晓春(95831) 星期三5-6节 [15-16] 安楼A105"
CTE250801,智能交通运输系统,专业必修课,嘉定校区,唐克双(11067) 星期三5-6节 [1-8] 诚楼C403 朱宏(22527) 星期三5-6节 [9-16] 诚楼C403
CTE250802,智能交通运输系统,专业必修课,嘉定校区,安琨(19095) 星期三5-6节 [1-8] 诚楼C402 邢莹莹(21149) 星期三5-6节 [9-16] 诚楼C402
CTE250902,交通仿真技术,专业选修课,嘉定校区,"王艳丽(16013),孙杰(24005) 星期一3-4节 [9-16] 博楼B304 孙剑(06075) 星期一3-4节 [1-2] 博楼B304 孙杰(24005) 星期一3-4节 [3-8] 博楼B304"
CTE250901,交通仿真技术,专业选修课,嘉定校区,"倪颖(10099) 星期一3-4节 [1-8] 博楼B115 孙海浩(03052),张力楠(24139) 星期一3-4节 [9-16] 博楼B115"
CTE372301,道路安全与环境,个性化课程,嘉定校区,杨轸(06128) 星期四3-4节 [1-9] 博楼B114 柳本民(04224) 星期四3-4节 [10-15] 博楼B114 郭忠印(85039) 星期四3-4节 [16] 博楼B114
CTE461305,毕业设计(论文),实践环节课程,嘉定校区,狄宏规(18011) 星期五1-2节 [1-16] 学院教室
CTE461304,毕业设计(论文),实践环节课程,嘉定校区,"朱晔(00758),王鹏玲(21058) 星期五1-2节 [1-16] 学院教室"
CTE461303,毕业设计(论文),实践环节课程,嘉定校区,惠英(01022) 星期五1-2节 [1-16] 学院教室
CTE461302,毕业设计(论文),实践环节课程,嘉定校区,邢莹莹(21149) 星期五1-2节 [1-16] 学院教室
CTE461301,毕业设计(论文),实践环节课程,嘉定校区,张兰芳(01027) 星期五1-2节 [1-16] 学院教室
CTE240702,运筹学（上）,专业基础课,嘉定校区,沈煜(18022) 星期一1-2节 [1-8] 博楼B113 沈煜(18022) 星期四5-6节 [1-8] 博楼B113
CTE240705,运筹学（上）,专业基础课,嘉定校区,李枫(90748) 星期一1-2节 [1-8] 安楼A112 李枫(90748) 星期四5-6节 [1-7] 安楼A112 谢超(99729) 星期四5-6节 [8] 安楼A112
CTE240701,运筹学（上）,专业基础课,四平路校区,邹晓磊(01079) 星期一1-2节 [1-17] 南417
CTE240704,运筹学（上）,专业基础课,嘉定校区,李健(14153) 星期一1-2节 [1-8] 博楼B304 李健(14153) 星期四5-6节 [1-8] 博楼B304
CTE240703,运筹学（上）,专业基础课,嘉定校区,滕靖(05184) 星期一1-2节 [1-8] 博楼B301 滕靖(05184) 星期四5-6节 [1-8] 博楼B301
CTE240202,运筹学（下）,专业基础课,嘉定校区,李枫(90748) 星期一1-2节 [9-16] 安楼A107 李枫(90748) 星期四5-6节 [9-16] 安楼A107
CTE240201,运筹学（下）,专业基础课,嘉定校区,许项东(14021) 星期一1-2节 [9-16] 博楼B311 许项东(14021) 星期四5-6节 [9-16] 博楼B311
CTE240204,运筹学（下）,专业基础课,嘉定校区,谢驰(17120) 星期一9-10节 [9-16] 博楼B301 谢驰(17120) 星期四5-6节 [9-16] 博楼B301
CTE240203,运筹学（下）,专业基础课,嘉定校区,李健(14153) 星期一1-2节 [9-16] 博楼B313 李健(14153) 星期四5-6节 [9-16] 博楼B313
CTE354101,机场运营管理,专业选修课,嘉定校区,张兰芳(01027) 星期五5-6节 [1-16] 博楼B110
CTE371101,道路与机场设施养护技术,个性化课程,嘉定校区,杨群(02173) 星期五3-4节 [1-16] 复楼F202
CTE360501,RailSys实训,实践环节课程,嘉定校区,"周峰(16030),洪玲(96819) 星期三9-10节 [1-16] 诚楼C404"
,铁路路基,专业必修课,四平路校区,陕耀(14032) 星期三3-4节 [8-15] 南108 杨龙才(93751) 星期三3-4节 [1-7 16] 南108
,城市轨道交通工程,专业选修课,四平路校区,杨新文(12105) 星期三7-8节 [4-6] 南209 王治(00797) 星期三7-8节 [1-3] 南209 王长丹(15055) 星期三7-8节 [7-8] 南209
CTE354201,城市轨道交通结构设计与施工,专业选修课,嘉定校区,周顺华(88743) 星期三3-4节 [1] 博楼B116 狄宏规(18011) 星期三3-4节 [12-16] 博楼B116 宫全美(95760) 星期三3-4节 [2-11] 博楼B116
CTE354302,交通管理与控制（英语）,专业必修课,嘉定校区,张思扬(21084) 星期二3-4节 [9-16] 广楼G206 倪颖(10099) 星期二3-4节 [1-8] 广楼G206
CTE001702,交通运输与人类文明,工程能力与创新思维,嘉定校区,涂辉招(10119) 星期一7-8节 [8] 博楼B116 李兴华(16042) 星期一7-8节 [1-4 7-11单 12-16] 博楼B116 郭赟韬(21015) 星期一7-8节 [6 10] 博楼B116 袁泉(19535) 星期一7-8节 [5] 博楼B116
CTE371201,交通运营,个性化课程,嘉定校区,吴娇蓉(98013) 星期四3-4节 [1 7-16] 安楼A402 王宇沁(20605) 星期四3-4节 [2-6] 安楼A402
CTE354401,智能车路系统,专业选修课,嘉定校区,胡笳(17516) 星期一5-6节 [6-11] 博楼B114 柴晨(17508) 星期一5-6节 [1-5 12-16] 博楼B114
CTE371301,城市交通治理,个性化课程,嘉定校区,骆晓(18517) 星期五9-10节 [1-16] 学院安排
CTE371401,运输政策与法规,专业选修课,嘉定校区,叶玉玲(96721) 星期一3-4节 [1-16] 博楼B312
CTE371501,运输市场营销与商务,专业选修课,嘉定校区,梁东力(91782) 星期二1-2节 [1-16] 博楼B406
,轨道交通线路设计(T),专业必修课,四平路校区,徐前卫(11063) 星期四3-4节 [1] 北315 王治(00797) 星期四3-4节 [2-16] 北315
,轨道工程(T),专业必修课,四平路校区,周宇(07068) 星期四7-8节 [1 5-14 16] 南412 张献英(20525) 星期四7-8节 [2-4 15] 南412
,运输经济学(T),专业选修课,四平路校区,邵敏华(08158) 星期一7-8节 [1-16] 南210
CTE360601,铁道工程实验,实践环节课程,嘉定校区,周宇(07068) 星期一3-4节 [1-3 16] 致臻楼417 程曜彦(97707) 星期一3-4节 [7-15] 致臻楼417 杨龙才(93751) 星期一3-4节 [4-6] 致臻楼417
CTE001802,互联网和大数据下的智慧交通规划,工程能力与创新思维,嘉定校区,辛飞飞(08155) 星期四7-8节 [1-16] 博楼B412
CTE371601,道路施工与管理,个性化课程,嘉定校区,陈崇驹(92507) 星期一3-4节 [11-16] 博楼B210 杨轸(06128) 星期一3-4节 [1-10] 博楼B210
CTE354501,航空交通管理,专业选修课,嘉定校区,刘诗福(22167) 星期四3-4节 [1-8] 博楼B110
CTE360701,道路与机场工程实验,实践环节课程,嘉定校区,"李淑明(02035),张家科(16514) 星期一5-6节 [1-8] 致臻楼403"
CTE354602,交通设计（英语）,专业必修课,嘉定校区,王玲(17129) 星期三3-4节 [16] 博楼B210 郭赟韬(21015) 星期三3-4节 [1-5] 博楼B210 张思扬(21084) 星期三3-4节 [12-15] 博楼B210 俞春辉(18632) 星期三3-4节 [6-11] 博楼B210
CTE354701,运力资源配置,专业选修课,嘉定校区,徐瑞华(87744) 星期二3-4节 [1-12] 安楼A112 梁东力(91782) 星期二3-4节 [13-16] 安楼A112
CTE371701,轨道交通运输安全系统工程,个性化课程,嘉定校区,李枫(90748) 星期一7-8节 [1-16] 博楼B216
,汽车与道路交通安全,工程能力与创新思维,嘉定校区,柳本民(04224) 星期四7-8节 [1-16] 博楼B114
,汽车与道路交通安全,工程能力与创新思维,四平路校区,柳本民(04224) 星期三7-8节 [1-16] 北411
CTE270401,智能交通基础,个性化课程,四平路校区,岳李圣飒(22135) 星期五5-6节 [9-13 16] 南216 郭赟韬(21015) 星期五5-6节 [1-5] 南216 俞春辉(18632) 星期五5-6节 [6-8] 南216 刘成龙(23011) 星期五5-6节 [14-15] 南216
CTE260401,交通科技创新竞赛（下）,实践环节课程,嘉定校区,"杜豫川(04049),暨育雄(12067),朱兴一(13177),李健(14153),沈煜(18022),刘成龙(23011),王晓春(95831) 星期四9-10节 [1-15单] 复楼F104"
CTE352101,道路工程材料,专业必修课,四平路校区,朱兴一(13177) 星期四3-4节 [7-11 14-16] 南114 孙大权(03183) 星期四3-4节 [1-6 12-13] 南114
CTE371801,客运交通系统,个性化课程,嘉定校区,吴娇蓉(98013) 星期一7-8节 [1-9] 博楼B312 孙海浩(03052) 星期一7-8节 [10-16] 博楼B312
CTE354801,车辆制动与控制技术,专业选修课,嘉定校区,田春(07097) 星期一7-8节 [1-16] 博楼B212
CTE354901,轨道车辆动力学,专业选修课,嘉定校区,张济民(04167) 星期一5-6节 [13-15] 博楼B206 周和超(14162) 星期一5-6节 [1-12 16] 博楼B206
CTE355001,电力牵引及控制系统,专业必修课,嘉定校区,钱存元(99707) 星期三5-6节 [1-7 13-16] 博楼B116 胡浩(09182) 星期三5-6节 [8-12] 博楼B116
CTE240301,机械振动,专业基础课,嘉定校区,宫岛(15016) 星期一3-4节 [1-16] 博楼B215
CTE240302,机械振动,专业基础课,嘉定校区,任利惠(95719) 星期一3-4节 [16] 博楼B213 季元进(22168) 星期一3-4节 [1-15] 博楼B213
CTE000201,高速列车及城市轨道交通车辆概论,工程能力与创新思维,沪西校区,张继彤(92756) 星期一9-10节 [1-16] 沪西二教221中教室
CTE000302,测控技术与智能系统,工程能力与创新思维,嘉定校区,赵元哲(22017) 星期四7-8节 [9-16] 诚楼C403 孙友刚(21040) 星期四7-8节 [1-8] 诚楼C403
CTE355101,轨道车辆设计,专业必修课,嘉定校区,陆正刚(88890) 星期二3-4节 [11-15] 博楼B210 王文斌(00756) 星期二3-4节 [1-10 16] 博楼B210
CTE350201,轨道车辆制造技术,专业选修课,嘉定校区,张继彤(92756) 星期六9-10节 [1-16] 学院教室
CTE000401,轨道交通概论,工程能力与创新思维,四平路校区,王文斌(00756) 星期四7-8节 [7-9] 南112 李莉(92842) 星期四7-8节 [2-6 10 14-16] 南112 钱存元(99707) 星期四7-8节 [11-13] 南112 韩斌(09077) 星期四7-8节 [1] 南112
CTE000502,磁浮交通系统概论,工程能力与创新思维,嘉定校区,孙友刚(21040) 星期一7-8节 [15] 博楼B214 王恬格(23182) 星期一7-8节 [6-8] 博楼B214 赵元哲(22017) 星期一7-8节 [3-5] 博楼B214 潘洪亮(12139) 星期一7-8节 [12-14] 博楼B214 马志勋(17123) 星期一7-8节 [1-2] 博楼B214 沈博洋(23004) 星期一7-8节 [16] 博楼B214 倪菲(17121) 星期一7-8节 [9-11] 博楼B214
CTE461401,毕业设计（论文）,实践环节课程,嘉定校区,李莉(92842) 星期五1-2节 [1-16] 学院教室
CTE000602,大数据背景下的系统健康管理,工程能力与创新思维,嘉定校区,季元进(22168) 星期一7-8节 [1-3 8-11 16] 博楼B314 孙友刚(21040) 星期一7-8节 [4-7] 博楼B314 王恬格(23182) 星期一7-8节 [12-15] 博楼B314
CTE000601,大数据背景下的系统健康管理,工程能力与创新思维,四平路校区,王恬格(23182) 星期三7-8节 [12-15] 北416 孙友刚(21040) 星期三7-8节 [4-7] 北416 季元进(22168) 星期三7-8节 [1-3 8-11 16] 北416
CTE000701,世界高速铁路发展概论,社会发展与国际视野,四平路校区,周和超(14162) 星期三9-10节 [1-16] 北416
CTE240803,数字电子技术,专业基础课,嘉定校区,赵元哲(22017) 星期三3-4节 [2-16] 博楼B213 钱存元(99707) 星期三3-4节 [1] 博楼B213
CTE240802,数字电子技术,专业基础课,嘉定校区,胡浩(09182) 星期五3-4节 [2-16] 安楼A114 康劲松(94762) 星期五3-4节 [1] 安楼A114
CTE240801,数字电子技术,专业基础课,四平路校区,钱存元(99707) 星期二1-2节 [1] 北311 胡浩(09182) 星期二1-2节 [2-9] 北311 赵元哲(22017) 星期二1-2节 [10-16] 北311
CTE355201,轨道车辆健康管理（英）,专业必修课,嘉定校区,牛刚(11056) 星期五3-4节 [1-16] 博楼B210
CTE355301,微控制器原理与接口技术,专业选修课,嘉定校区,吴雄文(92745) 星期三7-8节 [1-16] 致臻楼217
CTE460201,轨道交通创新能力拓展,实践环节课程,嘉定校区,周和超(14162) 星期五1-2节 [1-16] 学院教室
CTE355401,系统可靠性设计分析,专业选修课,嘉定校区,罗敏(09128) 星期一5-6节 [1-16] 博楼B110
CTE371901,新能源技术,专业选修课,嘉定校区,胡浩(09182) 星期四3-4节 [1-8] 博楼B301
CTE350301,国际工程咨询与认证,专业选修课,嘉定校区,韩斌(09077) 星期六9-10节 [1-8] 学院教室
CTE340401,轨道交通工程项目管理,专业基础课,嘉定校区,潘洪亮(12139) 星期四7-8节 [1-8] 博楼B215
CTE355501,工业计算机控制技术,专业选修课,嘉定校区,钱存元(99707) 星期一3-4节 [1-16] 博楼B417
CTE350401,系统安全性设计分析,专业选修课,嘉定校区,李莉(92842) 星期六9-10节 [1-16] 学院教室
CTE355601,智能轨道交通,专业选修课,嘉定校区,季元进(22168) 星期三3-4节 [9-16] 博楼B112 孙友刚(21040) 星期三3-4节 [1-8] 博楼B112
CTE240901,交通运输数据技术,专业基础课,嘉定校区,邢莹莹(21149) 星期五9-10节 [1-16] 安楼A402
CTE241001,电子技术基础,专业基础课,嘉定校区,王晓春(95831) 星期三7-8节 [8] 博楼B304 沈拓(98730) 星期三7-8节 [6] 博楼B304 黄世泽(14034) 星期三7-8节 [1-5 7-9单 10-16] 博楼B304
CTE241003,电子技术基础,专业基础课,嘉定校区,王晓春(95831) 星期三7-8节 [1-7 9-16] 博楼B213 黄世泽(14034) 星期三7-8节 [8] 博楼B213
CTE241002,电子技术基础,专业基础课,嘉定校区,黄世泽(14034) 星期三7-8节 [6] 博楼B104 沈拓(98730) 星期三7-8节 [1-5 7-16] 博楼B104
CTE241101,运输经济学（英语）,专业基础课,嘉定校区,刘成龙(23011) 星期三1-2节 [10-16] 博楼B110 沈煜(18022) 星期三1-2节 [1-9] 博楼B110
CTE241201,运筹学（英语）,专业基础课,嘉定校区,安琨(19095) 星期一1-2节 [1-8] 安楼A207 安琨(19095) 星期四5-6节 [1-8] 安楼A207
CTE250201,道路工程与机场工程,专业必修课,嘉定校区,张兰芳(01027) 星期五9-10节 [1-16] 学院安排
CTE251001,智能交通运输系统（英语）,专业必修课,嘉定校区,唐克双(11067) 星期三5-6节 [9-16] 诚楼C401 朱宏(22527) 星期三5-6节 [1-8] 诚楼C401
CTE270101,创新能力训练,个性化课程,嘉定校区,"惠英(01022),王玲(17129),王鹏玲(21058),邢莹莹(21149) 星期一9-10节 [1-16] 博楼B210"
CTE370102,创新能力进阶,个性化课程,嘉定校区,"朱晔(00758),惠英(01022),张兰芳(01027),朱炜(13162),余博(21051),邢莹莹(21149) 星期四9-10节 [1 9] 博楼B114 朱晔(00758),惠英(01022),朱炜(13162),余博(21051),王鹏玲(21058),邢莹莹(21149) 星期四9-10节 [15-16] 博楼B114 朱晔(00758),惠英(01022),张兰芳(01027),朱炜(13162),余博(21051),王鹏玲(21058),邢莹莹(21149) 星期四9-10节 [2-8 10-14] 博楼B114"
CTE370202,实践能力训练,个性化课程,嘉定校区,"朱晔(00758),惠英(01022),张兰芳(01027),周宇(07068),王鹏玲(21058),邢莹莹(21149) 星期三9-10节 [2-8 10-16] 博楼B110 朱晔(00758),惠英(01022),张兰芳(01027),周宇(07068),邢莹莹(21149) 星期三9-10节 [1 9] 博楼B110"
CTE355701,轨道交通基础设施智能维护,专业选修课,嘉定校区,杨新文(12105) 星期一7-8节 [10-14] 博楼B210 许玉德(87734) 星期一7-8节 [1-9 16] 博楼B210 肖军华(14170) 星期一7-8节 [15] 博楼B210
CTE372001,出行行为分析与政策（英语）,个性化课程,嘉定校区,叶昕(14137) 星期三1-2节 [1-16] 博楼B116
